address,district,area,bedrooms,garage,type,rent,total,full_address,latitude,longitude,geo_cluster
Alameda Campinas,Jardim Paulista,35,1,1,Apartamento,7000,7089,"Alameda Campinas, Jardim Paulista, São Paulo, Brazil",-23.5654785,-46.652813,79
Alameda Campinas,Jardim Paulista,60,1,1,Apartamento,5000,6796,"Alameda Campinas, Jardim Paulista, São Paulo, Brazil",-23.5654785,-46.652813,79
Rua Alice Manholer Piteri,Centro,78,3,2,Apartamento,2800,3841,"Rua Alice Manholer Piteri, Centro, São Paulo, Brazil",-23.4537245,-46.8424381,74
Rua Inês Pereira,Brooklin,70,3,1,Casa,2194,2546,"Rua Inês Pereira, Brooklin, São Paulo, Brazil",-23.616582049999998,-46.683090899999996,132
Alameda dos Arapanés,Moema,152,3,1,Apartamento,5000,6632,"Alameda dos Arapanés, Moema, São Paulo, Brazil",-23.6075409,-46.6678523,47
Rua Correia de Lemos,Chácara Inglesa,134,3,1,Apartamento,4500,5828,"Rua Correia de Lemos, Chácara Inglesa, São Paulo, Brazil",-23.6079079,-46.6324519,134
Rua Édison,Campo Belo,250,4,4,Apartamento,15000,20680,"Rua Édison, Campo Belo, São Paulo, Brazil",-23.6232883,-46.6738372,132
Rua Pascal,Campo Belo,233,4,4,Apartamento,7960,13790,"Rua Pascal, Campo Belo, São Paulo, Brazil",-23.6222314,-46.669954,132
Rua Juquis,Indianópolis,170,4,2,Apartamento,13200,16070,"Rua Juquis, Indianópolis, São Paulo, Brazil",-23.6079559,-46.6647392,47
Largo Senador Raul Cardoso,Vila Mariana,179,3,2,Apartamento,8000,10990,"Largo Senador Raul Cardoso, Vila Mariana, São Paulo, Brazil",-23.5916054,-46.6468201,117
Rua Padre Machado,Bosque da Saúde,87,3,2,Apartamento,5950,7009,"Rua Padre Machado, Bosque da Saúde, São Paulo, Brazil",-23.6097625,-46.6217053,44
Rua Princesa Isabel,Brooklin Paulista,127,3,2,Apartamento,9200,11710,"Rua Princesa Isabel, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Avenida Onze de Junho,Vila Clementino,130,3,2,Apartamento,4700,6580,"Avenida Onze de Junho, Vila Clementino, São Paulo, Brazil",-23.5955624,-46.6455736,117
Avenida Engenheiro Armando de Arruda Pereira,Jabaquara,21,1,1,Studio e kitnet,1450,1506,"Avenida Engenheiro Armando de Arruda Pereira, Jabaquara, São Paulo, Brazil",-23.6409055,-46.6414526,58
Rua das Hortênsias,Mirandópolis,170,4,2,Casa,4100,4634,"Rua das Hortênsias, Mirandópolis, São Paulo, Brazil",-23.6057703,-46.6378949,134
Avenida Onze de Junho,Vila Clementino,140,4,2,Apartamento,13000,15700,"Avenida Onze de Junho, Vila Clementino, São Paulo, Brazil",-23.5955624,-46.6455736,117
Rua Elvira Ferraz,Vila Olímpia,110,3,1,Apartamento,4600,7007,"Rua Elvira Ferraz, Vila Olímpia, São Paulo, Brazil",-23.5943995,-46.6796899,127
Rua Borges Lagoa,Vila Clementino,234,4,4,Apartamento,6000,9866,"Rua Borges Lagoa, Vila Clementino, São Paulo, Brazil",-23.5972417,-46.639132,117
Alameda dos Arapanés,Indianópolis,112,3,3,Apartamento,8000,14600,"Alameda dos Arapanés, Indianópolis, São Paulo, Brazil",-23.601219,-46.6618902,47
Rua José Garbuio,Campo Belo,110,2,1,Casa,4900,5263,"Rua José Garbuio, Campo Belo, São Paulo, Brazil",-23.6185979,-46.6664954,132
Rua João de Sousa Dias,Campo Belo,200,3,3,Apartamento,9500,13220,"Rua João de Sousa Dias, Campo Belo, São Paulo, Brazil",-23.621604,-46.6741874,132
Rua Borges Lagoa,Vila Clementino,135,3,2,Apartamento,4000,6143,"Rua Borges Lagoa, Vila Clementino, São Paulo, Brazil",-23.5972417,-46.639132,117
Rua Madre Cabrini,Vila Mariana,146,3,2,Apartamento,4000,6091,"Rua Madre Cabrini, Vila Mariana, São Paulo, Brazil",-23.5925699,-46.6383464,117
Rua Barão de Jaceguai,Campo Belo,201,3,5,Apartamento,15000,19100,"Rua Barão de Jaceguai, Campo Belo, São Paulo, Brazil",-23.6256697,-46.6797248,132
Rua Embaú,Vila Clementino,90,2,1,Apartamento,3200,4651,"Rua Embaú, Vila Clementino, São Paulo, Brazil",-23.5991126,-46.6407685,134
Avenida Açocê,Indianópolis,240,4,3,Apartamento,9200,14900,"Avenida Açocê, Indianópolis, São Paulo, Brazil",-23.6013009,-46.6591927,47
Alameda das Boninas,Mirandópolis,280,3,4,Apartamento,7200,11380,"Alameda das Boninas, Mirandópolis, São Paulo, Brazil",-23.6051554,-46.6396685,134
Rua Barão do Triunfo,Brooklin Paulista,109,2,1,Apartamento,4600,6618,"Rua Barão do Triunfo, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua das Hortênsias,Mirandópolis,336,4,3,Casa,10000,11550,"Rua das Hortênsias, Mirandópolis, São Paulo, Brazil",-23.6057703,-46.6378949,134
Rua Antônio de Macedo Soares,Campo Belo,136,3,2,Apartamento,4000,5987,"Rua Antônio de Macedo Soares, Campo Belo, São Paulo, Brazil",-23.6278022,-46.6803381,132
Rua Maurício Francisco Klabin,Vila Mariana,115,3,4,Apartamento,4560,7596,"Rua Maurício Francisco Klabin, Vila Mariana, São Paulo, Brazil",-23.5944025,-46.6327189,76
Rua Barão Triunfo,Brooklin Paulista,108,2,1,Apartamento,4600,6757,"Rua Barão Triunfo, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Avenida Jurucê,Indianópolis,305,4,4,Apartamento,9500,14200,"Avenida Jurucê, Indianópolis, São Paulo, Brazil",-23.6108945,-46.6593406,47
Rua Major Freire,Vila Monte Alegre,320,4,4,Casa,6000,7782,"Rua Major Freire, Vila Monte Alegre, São Paulo, Brazil",-23.6279986,-46.6361697,137
Rua Santa Justina,Vila Olímpia,110,3,1,Apartamento,3702,5409,"Rua Santa Justina, Vila Olímpia, São Paulo, Brazil",-23.595026,-46.6756183,127
Rua Conde de Porto Alegre,Campo Belo,200,0,4,Casa,12500,12790,"Rua Conde de Porto Alegre, Campo Belo, São Paulo, Brazil",-23.6239466,-46.6753071,132
Rua Gaivota,Moema,180,4,2,Apartamento,12000,15210,"Rua Gaivota, Moema, São Paulo, Brazil",-23.5988296,-46.6631701,47
Rua Domingos Augusto Setti,Jardim Vila Mariana,117,3,2,Apartamento,4280,6989,"Rua Domingos Augusto Setti, Jardim Vila Mariana, São Paulo, Brazil",-23.5938039,-46.6271931,76
Rua Serranos,Vila do Bosque,183,3,2,Casa,3760,3905,"Rua Serranos, Vila do Bosque, São Paulo, Brazil",-23.6199721,-46.6313831,137
"Rua Conde de Porto Alegre, 606, Campo Belo",Campo Belo,150,3,2,Casa,4200,4761,"Rua Conde de Porto Alegre, 606, Campo Belo, Campo Belo, São Paulo, Brazil",-23.6185504,-46.6701937,132
Rua Loefgren,Vila Clementino,96,3,2,Apartamento,4000,5700,"Rua Loefgren, Vila Clementino, São Paulo, Brazil",-23.5996376,-46.6357353,134
Avenida Senador Casemiro da Rocha,Mirandópolis,138,3,2,Apartamento,8000,10610,"Avenida Senador Casemiro da Rocha, Mirandópolis, São Paulo, Brazil",-23.6050434,-46.6378949,134
Rua Edson,Campo Belo,311,4,6,Apartamento,15000,25510,"Rua Edson, Campo Belo, São Paulo, Brazil",-23.6232883,-46.6738372,132
Rua Doutor Fadlo Haidar,Vila Olímpia,96,3,2,Apartamento,9900,11890,"Rua Doutor Fadlo Haidar, Vila Olímpia, São Paulo, Brazil",-23.5964106,-46.6810866,127
Rua Antônio de Macedo Soares,Campo Belo,155,3,3,Apartamento,13000,16860,"Rua Antônio de Macedo Soares, Campo Belo, São Paulo, Brazil",-23.6278022,-46.6803381,132
Avenida Açocê,Indianópolis,119,3,1,Apartamento,5160,8359,"Avenida Açocê, Indianópolis, São Paulo, Brazil",-23.6013009,-46.6591927,47
Alameda dos Anapurus,Indianópolis,142,2,2,Apartamento,9500,12070,"Alameda dos Anapurus, Indianópolis, São Paulo, Brazil",-23.6142672,-46.6646696,47
Rua Volta Redonda,Campo Belo,180,4,3,Apartamento,12700,15970,"Rua Volta Redonda, Campo Belo, São Paulo, Brazil",-23.6260592,-46.6738455,132
Avenida Nova Independência,Brooklin Paulista,119,3,2,Apartamento,9000,12170,"Avenida Nova Independência, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua Geórgia,Campo Belo,72,2,1,Apartamento,3400,4647,"Rua Geórgia, Campo Belo, São Paulo, Brazil",-23.6118275,-46.676354,132
Rua Palermo,São Judas,150,3,2,Casa,3700,3991,"Rua Palermo, São Judas, São Paulo, Brazil",-23.190706,-46.8512433,6
Rua Doutor Bacelar,Vila Clementino,73,2,1,Apartamento,6500,7282,"Rua Doutor Bacelar, Vila Clementino, São Paulo, Brazil",-23.5985991,-46.6480383,117
Rua Volta Redonda,Campo Belo,180,3,3,Apartamento,15000,18650,"Rua Volta Redonda, Campo Belo, São Paulo, Brazil",-23.6260592,-46.6738455,132
Rua Baluarte,Vila Olímpia,90,2,1,Apartamento,2500,3361,"Rua Baluarte, Vila Olímpia, São Paulo, Brazil",-23.6023632,-46.676291,47
"Vila da Saúde, São Paulo - Sp, 04055-040, Brasil",Vila da Saúde,160,4,1,Casa,4500,5033,"Vila da Saúde, São Paulo - Sp, 04055-040, Brasil, Vila da Saúde, São Paulo, Brazil",-23.6170828,-46.6379255,137
Avenida Jabaquara,Mirandópolis,96,3,1,Apartamento,3300,5010,"Avenida Jabaquara, Mirandópolis, São Paulo, Brazil",-23.6057703,-46.6372634,134
Rua Vieira de Morais,Campo Belo,145,3,2,Apartamento,5000,6924,"Rua Vieira de Morais, Campo Belo, São Paulo, Brazil",-23.6174334,-46.6776771,132
Rua Barão do Triunfo,Brooklin Paulista,102,2,0,Apartamento,3370,4611,"Rua Barão do Triunfo, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua General Eloy Alfaro,Vila Mariana,230,3,2,Casa,4530,4968,"Rua General Eloy Alfaro, Vila Mariana, São Paulo, Brazil",-23.5842266,-46.6387604,117
Rua Carneiro da Cunha,Vila da Saúde,67,2,0,Apartamento,2600,3325,"Rua Carneiro da Cunha, Vila da Saúde, São Paulo, Brazil",-23.6174194,-46.6360134,137
Rua Pascal,Campo Belo,192,4,3,Apartamento,10500,13870,"Rua Pascal, Campo Belo, São Paulo, Brazil",-23.6222314,-46.669954,132
Rua Gandavo,Vila Mariana,143,3,2,Apartamento,8000,9727,"Rua Gandavo, Vila Mariana, São Paulo, Brazil",-23.5920962,-46.6400471,117
Rua Botucatu,Vila Clementino,75,2,0,Apartamento,2900,3976,"Rua Botucatu, Vila Clementino, São Paulo, Brazil",-23.5958413,-46.6424785,117
Rua Fiandeiras,Vila Olímpia,69,2,1,Apartamento,5000,6244,"Rua Fiandeiras, Vila Olímpia, São Paulo, Brazil",-23.5956467,-46.6810866,127
Avenida Miguel Estefno,Vila da Saúde,100,1,1,Casa em condomínio,1489,1652,"Avenida Miguel Estefno, Vila da Saúde, São Paulo, Brazil",-23.6225886,-46.6293946,137
Rua Izar,Bosque da Saúde,114,3,3,Apartamento,6000,7939,"Rua Izar, Bosque da Saúde, São Paulo, Brazil",-23.6097625,-46.6217053,44
Rua Gabriel de Lara,Brooklin,140,4,2,Casa,6241,6869,"Rua Gabriel de Lara, Brooklin, São Paulo, Brazil",-23.6156556,-46.689771,83
Avenida Itaboraí,Bosque da Saúde,68,2,1,Apartamento,4000,5343,"Avenida Itaboraí, Bosque da Saúde, São Paulo, Brazil",-23.6097625,-46.6215967,44
Rua Ituxi,Saúde,186,3,3,Apartamento,4710,7981,"Rua Ituxi, Saúde, São Paulo, Brazil",-23.6181691,-46.6442416,137
Avenida Senador Casimiro da Rocha,Mirandópolis,84,3,2,Apartamento,5000,6791,"Avenida Senador Casimiro da Rocha, Mirandópolis, São Paulo, Brazil",-23.6057703,-46.6378949,134
Rua João de Sousa Dias,Campo Belo,112,3,1,Apartamento,3758,5024,"Rua João de Sousa Dias, Campo Belo, São Paulo, Brazil",-23.621604,-46.6741874,132
Rua Moraes de Barros,Campo Belo,25,1,1,Casa,2500,2706,"Rua Moraes de Barros, Campo Belo, São Paulo, Brazil",-22.427799,-46.8309925,3
Rua Gandavo,Vila Clementino,200,3,1,Casa,13000,14250,"Rua Gandavo, Vila Clementino, São Paulo, Brazil",-23.5918009,-46.6436185,117
Rua Alberto Afonso Martins,Vila Mariana,200,3,1,Apartamento,3150,5198,"Rua Alberto Afonso Martins, Vila Mariana, São Paulo, Brazil",-23.5924505,-46.6345097,76
Rua Princesa Isabel,Brooklin Paulista,152,3,2,Apartamento,6500,9774,"Rua Princesa Isabel, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua Visconde de Inhaúma,Vila da Saúde,94,3,1,Apartamento,3950,5663,"Rua Visconde de Inhaúma, Vila da Saúde, São Paulo, Brazil",-23.6171168,-46.6328732,137
Rua Barão do Triunfo,Brooklin,78,1,1,Apartamento,15000,16560,"Rua Barão do Triunfo, Brooklin, São Paulo, Brazil",-23.626192,-46.6851518,102
Rua Júlio Diniz,Vila Olímpia,200,3,2,Casa,6900,8027,"Rua Júlio Diniz, Vila Olímpia, São Paulo, Brazil",-23.5990358,-46.6847509,83
Rua Indiana,Brooklin,124,4,2,Apartamento,15000,17630,"Rua Indiana, Brooklin, São Paulo, Brazil",-23.6129995,-46.6815564,132
Rua Doutor Diogo de Faria,Vila Clementino,167,4,1,Apartamento,2900,5087,"Rua Doutor Diogo de Faria, Vila Clementino, São Paulo, Brazil",-23.5955624,-46.6455736,117
Rua Guapiaçu,Vila Clementino,400,4,3,Casa,15000,16640,"Rua Guapiaçu, Vila Clementino, São Paulo, Brazil",-23.5955624,-46.6455736,117
Avenida Miguel Estefno,Vila da Saúde,150,2,1,Casa,2040,2226,"Avenida Miguel Estefno, Vila da Saúde, São Paulo, Brazil",-23.6225886,-46.6293946,137
Avenida Doutor Altino Arantes,Vila Clementino,148,2,1,Apartamento,3000,4591,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo, Brazil",-23.5955624,-46.6455736,117
Rua dos Caciques A,Vila da Saúde,124,3,4,Casa,5150,5686,"Rua dos Caciques A, Vila da Saúde, São Paulo, Brazil",-23.6172211,-46.6312597,137
Rua Correia de Lemos,Chácara Inglesa,108,3,2,Apartamento,6700,8967,"Rua Correia de Lemos, Chácara Inglesa, São Paulo, Brazil",-23.6079079,-46.6324519,134
Avenida Iraí,Indianópolis,30,1,0,Studio e kitnet,3850,4483,"Avenida Iraí, Indianópolis, São Paulo, Brazil",-23.6090974,-46.6650408,47
Rua Texas,Brooklin,120,3,2,Casa,5000,5083,"Rua Texas, Brooklin, São Paulo, Brazil",-23.616582049999998,-46.683090899999996,132
Rua Demóstenes,Campo Belo,160,3,3,Apartamento,6000,9168,"Rua Demóstenes, Campo Belo, São Paulo, Brazil",-23.6196852,-46.6696834,132
Rua Maracanã,Vila Ipojuca,25,1,0,Studio e kitnet,1600,1762,"Rua Maracanã, Vila Ipojuca, São Paulo, Brazil",-23.5371406,-46.706395,52
Av Santo Antonio,Bela Vista,58,2,2,Apartamento,1800,2646,"Av Santo Antonio, Bela Vista, São Paulo, Brazil",-21.7370116,-48.1081109,35
Rua Olívio B. Marçal,São Pedro,59,2,1,Apartamento,1640,2253,"Rua Olívio B. Marçal, São Pedro, São Paulo, Brazil",-23.5377602,-46.8165577,54
Rua Salém Bechara,Centro,38,1,1,Apartamento,2390,2959,"Rua Salém Bechara, Centro, São Paulo, Brazil",-23.4537245,-46.8424381,74
Avenida Flora,Jaguaribe,65,2,1,Apartamento,1200,2015,"Avenida Flora, Jaguaribe, São Paulo, Brazil",-23.5613404,-46.79033,141
Estrada das Rosas,Santa Maria,48,2,1,Apartamento,1450,2004,"Estrada das Rosas, Santa Maria, São Paulo, Brazil",-23.5801643,-46.8131401,69
Avenida Valter Boveri,Bussocaba,56,2,0,Casa,1500,1563,"Avenida Valter Boveri, Bussocaba, São Paulo, Brazil",-23.5633877,-46.7976599,69
Rua Avelino Lopes,Centro,33,1,0,Apartamento,1650,1875,"Rua Avelino Lopes, Centro, São Paulo, Brazil",-23.4537245,-46.8424381,74
Avenida Sarah Veloso,Veloso,61,2,1,Apartamento,3000,3517,"Avenida Sarah Veloso, Veloso, São Paulo, Brazil",-23.564026,-46.7988239,69
Rua Antônio Viêira dos Santos,Jardim Roberto,60,2,0,Apartamento,1200,1307,"Rua Antônio Viêira dos Santos, Jardim Roberto, São Paulo, Brazil",-23.5432234,-46.8100484,54
Avenida Hildebrando de Lima,Km 18,40,1,0,Studio e kitnet,1110,1300,"Avenida Hildebrando de Lima, Km 18, São Paulo, Brazil",-23.5314424,-46.798219,54
Rua Otávio Tucunduva Faria,Cipava,120,2,3,Casa,3900,4391,"Rua Otávio Tucunduva Faria, Cipava, São Paulo, Brazil",-23.5465077,-46.7878794,141
Rua Piauiense,Conceição,25,1,0,Casa,768,800,"Rua Piauiense, Conceição, São Paulo, Brazil",-23.5744523,-46.8014328,69
Rua Engenheiro José Amadei,Jardim Arpoador,125,2,2,Casa,1700,1819,"Rua Engenheiro José Amadei, Jardim Arpoador, São Paulo, Brazil",-23.5970394,-46.7889765,142
Rua Vitório Tafarello,Km 18,50,1,0,Casa,780,813,"Rua Vitório Tafarello, Km 18, São Paulo, Brazil",-23.52890795,-46.80187825,54
Rua Benedita Aparecida Nogueira,Cidade Intercap,166,3,3,Casa,3200,3465,"Rua Benedita Aparecida Nogueira, Cidade Intercap, São Paulo, Brazil",-23.6042967,-46.7794669,142
Rua Piauiense,Conceição,44,1,0,Casa,1151,1200,"Rua Piauiense, Conceição, São Paulo, Brazil",-23.5744523,-46.8014328,69
Avenida Novo Osasco,Bussocaba,58,2,1,Apartamento,1500,2124,"Avenida Novo Osasco, Bussocaba, São Paulo, Brazil",-23.5620674,-46.7825109,141
Rua Iracema Senna Cerqueira dos Santos,Cidade Intercap,180,4,2,Casa,3400,3716,"Rua Iracema Senna Cerqueira dos Santos, Cidade Intercap, São Paulo, Brazil",-23.6042967,-46.7794669,142
Avenida Edmundo Amaral,Piratininga,58,2,1,Apartamento,1200,1973,"Avenida Edmundo Amaral, Piratininga, São Paulo, Brazil",-23.5162167,-46.8025615,54
Avenida Presidente Joao Goulart,Umuarama,65,3,1,Apartamento,2900,3629,"Avenida Presidente Joao Goulart, Umuarama, São Paulo, Brazil",-23.5570892,-46.777658,141
Rua Paulo Lício Rizzo,Centro,109,3,2,Apartamento,3000,4524,"Rua Paulo Lício Rizzo, Centro, São Paulo, Brazil",-23.4537245,-46.8424381,74
Rua Caminha de Amorim,Alto de Pinheiros,300,6,2,Casa,11900,13360,"Rua Caminha de Amorim, Alto de Pinheiros, São Paulo, Brazil",-23.5429555,-46.7001542,149
Rua Professor José Azevedo Minhoto,Km 18,35,1,0,Apartamento,950,1237,"Rua Professor José Azevedo Minhoto, Km 18, São Paulo, Brazil",-23.52890795,-46.80187825,54
Rua Madre Joana Zonca,Quitaúna,253,4,5,Casa,3290,3743,"Rua Madre Joana Zonca, Quitaúna, São Paulo, Brazil",-23.5307801,-46.814071,54
Rua Olívio Basílio Marçal,Jardim Cirino,53,2,2,Apartamento,2176,2706,"Rua Olívio Basílio Marçal, Jardim Cirino, São Paulo, Brazil",-23.5394296,-46.8137582,54
Rua Antônio Peres Paniágua,São Pedro,226,2,1,Casa,2850,2992,"Rua Antônio Peres Paniágua, São Pedro, São Paulo, Brazil",-23.5377602,-46.8165577,54
Rua Antônio Peres Paniágua,São Pedro,196,2,1,Casa,2500,2773,"Rua Antônio Peres Paniágua, São Pedro, São Paulo, Brazil",-23.5377602,-46.8165577,54
Rua Arquiteto Jaime Fonseca Rodrigues,Alto de Pinheiros,320,5,2,Casa,13000,15220,"Rua Arquiteto Jaime Fonseca Rodrigues, Alto de Pinheiros, São Paulo, Brazil",-23.5515527,-46.7033177,149
Rua Rui Barbosa,Vila Osasco,103,2,1,Casa,3900,4152,"Rua Rui Barbosa, Vila Osasco, São Paulo, Brazil",-23.5380496,-46.7778728,141
Rua Achiles Beline,Padroeira,48,2,1,Apartamento,1985,2555,"Rua Achiles Beline, Padroeira, São Paulo, Brazil",-23.5521456,-46.806297,69
Rua Dália,Jardim das Flores,110,3,2,Casa,4000,4350,"Rua Dália, Jardim das Flores, São Paulo, Brazil",-23.5360317,-46.7994013,54
Rua Resedá,Jardim das Flores,250,3,2,Casa,3600,4068,"Rua Resedá, Jardim das Flores, São Paulo, Brazil",-23.5412408,-46.7941156,54
Rua Cláudio Aparecido Oliveira,Jardim Roberto,60,2,1,Apartamento,1430,2063,"Rua Cláudio Aparecido Oliveira, Jardim Roberto, São Paulo, Brazil",-23.5475464,-46.8006971,69
Rua Padre Viêira,Piratininga,36,2,1,Apartamento,2400,3182,"Rua Padre Viêira, Piratininga, São Paulo, Brazil",-23.5163969,-46.8005732,54
Rua Laura Sfasciotti Bernardi,Santa Maria,48,2,1,Apartamento,2800,3372,"Rua Laura Sfasciotti Bernardi, Santa Maria, São Paulo, Brazil",-23.63861385,-46.5550165,120
Avenida Yara,Vila Yara,65,2,1,Apartamento,2000,2860,"Avenida Yara, Vila Yara, São Paulo, Brazil",-23.493242,-46.4131182,114
Rua Santa Marcela,Jardim Roberto,60,2,1,Apartamento,1500,2231,"Rua Santa Marcela, Jardim Roberto, São Paulo, Brazil",-23.5469708,-46.7999201,69
Avenida General Pedro Pinho,Jardim Peri,65,2,1,Apartamento,2000,2433,"Avenida General Pedro Pinho, Jardim Peri, São Paulo, Brazil",-23.4581477,-46.6593929,145
Rua Luís César Pannain,Lapa,384,3,5,Casa,15000,17140,"Rua Luís César Pannain, Lapa, São Paulo, Brazil",-23.5333339,-46.7101099,52
Rua Manacá,Jardim das Flores,84,2,2,Casa,3000,3287,"Rua Manacá, Jardim das Flores, São Paulo, Brazil",-23.5407906,-46.7916722,54
Rua Marquês de Sabará,Real Parque,170,4,3,Apartamento,5000,8779,"Rua Marquês de Sabará, Real Parque, São Paulo, Brazil",-23.6068571,-46.7016005,83
Rua Caramboleira,Cidade das Flores,52,2,1,Apartamento,1700,2392,"Rua Caramboleira, Cidade das Flores, São Paulo, Brazil",-23.535706,-46.8080942,54
Avenida Edmundo Amaral,Piratininga,57,2,1,Apartamento,1200,1973,"Avenida Edmundo Amaral, Piratininga, São Paulo, Brazil",-23.5162167,-46.8025615,54
Avenida das Flores,Jardim das Flores,75,2,1,Apartamento,3200,4041,"Avenida das Flores, Jardim das Flores, São Paulo, Brazil",-23.5330476,-46.7887993,54
R Emília Pilon,City Bussocaba,41,2,1,Apartamento,1450,1796,"R Emília Pilon, City Bussocaba, São Paulo, Brazil",-23.568474950000002,-46.782566599999996,141
Rua Inácio Manuel Álvares,Jardim Ester,66,2,2,Apartamento,2473,3451,"Rua Inácio Manuel Álvares, Jardim Ester, São Paulo, Brazil",-23.5820914,-46.7624365,17
Rua Alice Manholer Piteri,Vila Osasco,98,3,3,Apartamento,4000,5440,"Rua Alice Manholer Piteri, Vila Osasco, São Paulo, Brazil",-23.5403481,-46.7753675,141
Rua Gláuber Rocha,Santa Maria,70,2,1,Casa,1500,1713,"Rua Gláuber Rocha, Santa Maria, São Paulo, Brazil",-23.5836817,-46.806278,69
Rua Santa Terezinha,Vila Yara,234,2,2,Casa,3500,3940,"Rua Santa Terezinha, Vila Yara, São Paulo, Brazil",-23.493242,-46.4131182,114
Avenida Capistrano de Abreu,Jaguaribe,50,2,1,Apartamento,2500,3287,"Avenida Capistrano de Abreu, Jaguaribe, São Paulo, Brazil",-23.5568995,-46.790993,141
Rua Fradique Coutinho,Pinheiros,135,3,2,Apartamento,6200,10130,"Rua Fradique Coutinho, Pinheiros, São Paulo, Brazil",-23.5579841,-46.6901196,41
Rua Caramboleira,Cidade das Flores,48,2,1,Apartamento,1800,2414,"Rua Caramboleira, Cidade das Flores, São Paulo, Brazil",-23.535706,-46.8080942,54
Rua Professor Luis Eulálio de Bueno Vidigal,Centro,53,2,2,Apartamento,2200,2806,"Rua Professor Luis Eulálio de Bueno Vidigal, Centro, São Paulo, Brazil",-23.4537245,-46.8424381,74
Avenida Antônio Carlos Costa,Bela Vista,43,1,0,Apartamento,1500,1558,"Avenida Antônio Carlos Costa, Bela Vista, São Paulo, Brazil",-23.5462494,-46.7830765,141
Rua General Florêncio,Quitaúna,50,1,1,Casa,2500,2731,"Rua General Florêncio, Quitaúna, São Paulo, Brazil",-23.5282489,-46.8130335,54
