address,district,area,bedrooms,garage,type,rent,total,full_address,latitude,longitude,geo_cluster
Rua Cubatão,Vila Mariana,88,2,0,Apartamento,2810,3868,"Rua Cubatão, Vila Mariana, São Paulo, Brazil",-23.5755426,-46.6438501,0
Rua Cubatão,Vila Mariana,110,3,1,Apartamento,3100,3986,"Rua Cubatão, Vila Mariana, São Paulo, Brazil",-23.5755426,-46.6438501,0
Rua Eça de Queiroz,Vila Mariana,80,3,0,Apartamento,2000,2927,"Rua Eça de Queiroz, Vila Mariana, São Paulo, Brazil",-23.5795504,-46.6450462,0
Rua Abílio Soares,Paraíso,127,2,1,Apartamento,4000,5743,"Rua Abílio Soares, Paraíso, São Paulo, Brazil",-23.5739355,-46.6440351,0
Rua Coronel Oscar Porto,Paraíso,105,2,1,Apartamento,4080,5861,"Rua Coronel Oscar Porto, Paraíso, São Paulo, Brazil",-23.5753042,-46.6460757,0
Rua França Pinto,Vila Mariana,145,4,2,Apartamento,6350,9027,"Rua França Pinto, Vila Mariana, São Paulo, Brazil",-23.5911648,-46.6496246,117
Rua José Antônio Coelho,Vila Mariana,136,3,2,Apartamento,13000,15990,"Rua José Antônio Coelho, Vila Mariana, São Paulo, Brazil",-23.5798381,-46.6425503,0
Rua Afonso de Freitas,Paraíso,66,2,1,Apartamento,10000,10390,"Rua Afonso de Freitas, Paraíso, São Paulo, Brazil",-23.5748706,-46.6435939,0
Rua Cubatão,Vila Mariana,25,1,0,Studio e kitnet,4350,4906,"Rua Cubatão, Vila Mariana, São Paulo, Brazil",-23.5755426,-46.6438501,0
Rua Cubatão,Vila Mariana,120,2,0,Apartamento,3500,4162,"Rua Cubatão, Vila Mariana, São Paulo, Brazil",-23.5755426,-46.6438501,0
Rua Abílio Soares,Vila Mariana,71,2,1,Apartamento,6500,7830,"Rua Abílio Soares, Vila Mariana, São Paulo, Brazil",-23.5731868,-46.6421848,0
Rua Abílio Soares,Paraíso,106,2,2,Apartamento,14000,16460,"Rua Abílio Soares, Paraíso, São Paulo, Brazil",-23.5739355,-46.6440351,0
Rua Jorge Chammas,Vila Mariana,350,4,2,Casa,6000,6893,"Rua Jorge Chammas, Vila Mariana, São Paulo, Brazil",-23.590618,-46.6478532,117
Rua Manuel da Nóbrega,Paraíso,140,3,2,Apartamento,6970,9189,"Rua Manuel da Nóbrega, Paraíso, São Paulo, Brazil",-23.5725301,-46.6521894,0
Rua Carlos Steinen,Paraíso,254,3,3,Apartamento,8000,14910,"Rua Carlos Steinen, Paraíso, São Paulo, Brazil",-23.576192,-46.647981,0
Rua Sargento José Spessoto,Vila Mariana,60,1,1,Casa,2100,2647,"Rua Sargento José Spessoto, Vila Mariana, São Paulo, Brazil",-23.5915962,-46.6488184,117
Rua Coronel Oscar Porto,Paraíso,75,2,1,Apartamento,2550,4232,"Rua Coronel Oscar Porto, Paraíso, São Paulo, Brazil",-23.5753042,-46.6460757,0
Rua Eça de Queiróz,Vila Mariana,76,3,1,Apartamento,3500,5673,"Rua Eça de Queiróz, Vila Mariana, São Paulo, Brazil",-23.5795504,-46.6450462,0
Rua Sampaio Viana,Vila Mariana,100,3,2,Apartamento,11500,15390,"Rua Sampaio Viana, Vila Mariana, São Paulo, Brazil",-23.5741601,-46.6474081,0
Rua Sampaio Viana,Vila Mariana,60,2,2,Apartamento,4500,7641,"Rua Sampaio Viana, Vila Mariana, São Paulo, Brazil",-23.5741601,-46.6474081,0
Rua Sampaio Viana,Vila Mariana,50,2,1,Apartamento,3590,6713,"Rua Sampaio Viana, Vila Mariana, São Paulo, Brazil",-23.5741601,-46.6474081,0
Rua Sampaio Viana,Paraíso,65,2,2,Apartamento,4540,8000,"Rua Sampaio Viana, Paraíso, São Paulo, Brazil",-23.5741601,-46.6474081,0
Rua Doutor Guilherme Bannitz,Itaim Bibi,40,1,1,Apartamento,4900,5934,"Rua Doutor Guilherme Bannitz, Itaim Bibi, São Paulo, Brazil",-23.5891661,-46.6731058,127
Rua Arminda,Vila Olímpia,65,2,1,Apartamento,3760,5094,"Rua Arminda, Vila Olímpia, São Paulo, Brazil",-23.5930524,-46.6735216,127
Rua Doutor Guilherme Bannitz,Itaim Bibi,81,3,1,Apartamento,3700,4227,"Rua Doutor Guilherme Bannitz, Itaim Bibi, São Paulo, Brazil",-23.5891661,-46.6731058,127
Rua Doutor Ivo Define Frasca,Vila Olímpia,150,4,2,Apartamento,12000,15480,"Rua Doutor Ivo Define Frasca, Vila Olímpia, São Paulo, Brazil",-23.593873,-46.6738906,127
Rua Doutor Guilherme Bannitz,Itaim Bibi,136,3,1,Apartamento,5900,7590,"Rua Doutor Guilherme Bannitz, Itaim Bibi, São Paulo, Brazil",-23.5891661,-46.6731058,127
Rua Doutor Eduardo de Souza Aranha,Vila Olímpia,96,2,1,Apartamento,4038,5534,"Rua Doutor Eduardo de Souza Aranha, Vila Olímpia, São Paulo, Brazil",-23.5887754,-46.675029,127
Rua Doutor Eduardo de Souza Aranha,Vila Olímpia,76,2,1,Apartamento,3300,4589,"Rua Doutor Eduardo de Souza Aranha, Vila Olímpia, São Paulo, Brazil",-23.5887754,-46.675029,127
Rua Gararu,Moema,165,4,2,Casa,12000,13060,"Rua Gararu, Moema, São Paulo, Brazil",-23.5963832,-46.6694646,127
Rua Santa Justina,Vila Olímpia,32,1,1,Studio e kitnet,4999,5432,"Rua Santa Justina, Vila Olímpia, São Paulo, Brazil",-23.595026,-46.6756183,127
Rua Benedito Lapin,Itaim Bibi,125,2,3,Apartamento,15000,19040,"Rua Benedito Lapin, Itaim Bibi, São Paulo, Brazil",-23.5874583,-46.6736216,127
Rua Benedito Lapin,Itaim Bibi,151,3,3,Apartamento,13500,18270,"Rua Benedito Lapin, Itaim Bibi, São Paulo, Brazil",-23.5874583,-46.6736216,127
Rua Marcondésia,Chácara Monte Alegre,269,3,4,Casa,15000,16120,"Rua Marcondésia, Chácara Monte Alegre, São Paulo, Brazil",-23.6446125,-46.6779639,22
Rua Marituba,Chácara Monte Alegre,250,4,2,Casa,10000,11030,"Rua Marituba, Chácara Monte Alegre, São Paulo, Brazil",-23.6435829,-46.6772809,22
Rua Doutor Rubens de Azevedo Marques,Chácara Monte Alegre,359,4,4,Casa,12000,13840,"Rua Doutor Rubens de Azevedo Marques, Chácara Monte Alegre, São Paulo, Brazil",-23.6430156,-46.6767974,22
Rua Breves,Chácara Monte Alegre,450,4,3,Casa,8000,10340,"Rua Breves, Chácara Monte Alegre, São Paulo, Brazil",-23.6395733,-46.6783699,22
Rua Guilherme Asbahr Neto,Chácara Monte Alegre,250,3,3,Casa,5890,6665,"Rua Guilherme Asbahr Neto, Chácara Monte Alegre, São Paulo, Brazil",-23.6428904,-46.6755485,22
Rua Jacatirão,Santo Amaro,380,4,4,Casa,11250,12130,"Rua Jacatirão, Santo Amaro, São Paulo, Brazil",-23.6478319,-46.6778215,22
Rua Visconde de Porto Seguro,Jardim dos Estados,1,4,3,Casa em condomínio,8500,11420,"Rua Visconde de Porto Seguro, Jardim dos Estados, São Paulo, Brazil",-23.6399663,-46.6796685,22
Avenida Professor Vicente Rao,Santo Amaro,160,3,2,Casa,3150,3584,"Avenida Professor Vicente Rao, Santo Amaro, São Paulo, Brazil",-23.6275487,-46.6858001,102
Rua Doutor Domingos de Sylos,Brooklin Paulista,220,4,2,Casa,6500,6776,"Rua Doutor Domingos de Sylos, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua Jacatirão,Santo Amaro,463,4,5,Casa,11250,13370,"Rua Jacatirão, Santo Amaro, São Paulo, Brazil",-23.6478319,-46.6778215,22
Rua Estuário,Chácara Monte Alegre,532,6,4,Casa,15000,18050,"Rua Estuário, Chácara Monte Alegre, São Paulo, Brazil",-23.6509043,-46.6804521,22
Rua Nicolau da Rocha Vita,Brooklin Paulista,200,3,2,Casa,10000,11130,"Rua Nicolau da Rocha Vita, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua Apuá,Chácara Monte Alegre,500,4,6,Casa,11250,16000,"Rua Apuá, Chácara Monte Alegre, São Paulo, Brazil",-23.6496687,-46.6807326,22
Rua dos Cafezais,Vila Santa Catarina,93,3,3,Apartamento,5980,7540,"Rua dos Cafezais, Vila Santa Catarina, São Paulo, Brazil",-23.651513,-46.6592984,107
Rua dos Cafezais,Vila Santa Catarina,136,3,2,Apartamento,6964,8403,"Rua dos Cafezais, Vila Santa Catarina, São Paulo, Brazil",-23.651513,-46.6592984,107
Rua das Flechas,Vila Santa Catarina,302,4,3,Casa,6250,7423,"Rua das Flechas, Vila Santa Catarina, São Paulo, Brazil",-23.651513,-46.6592984,107
Rua Canumá,Jardim dos Estados,365,3,4,Casa,15000,17120,"Rua Canumá, Jardim dos Estados, São Paulo, Brazil",-23.6364649,-46.6886991,102
Rua Canumá,Jardim dos Estados,365,4,4,Casa,11250,13140,"Rua Canumá, Jardim dos Estados, São Paulo, Brazil",-23.6364649,-46.6886991,102
Rua das Flechas,Vila Santa Catarina,30,1,1,Apartamento,3290,3965,"Rua das Flechas, Vila Santa Catarina, São Paulo, Brazil",-23.651513,-46.6592984,107
Rua das Flechas,Vila Santa Catarina,103,3,2,Apartamento,4200,5969,"Rua das Flechas, Vila Santa Catarina, São Paulo, Brazil",-23.651513,-46.6592984,107
Avenida Washington Luís,Santo Amaro,310,3,3,Apartamento,13000,17870,"Avenida Washington Luís, Santo Amaro, São Paulo, Brazil",-23.6470156,-46.6749185,22
Rua das Flechas,Vila Santa Catarina,80,2,1,Apartamento,5500,6956,"Rua das Flechas, Vila Santa Catarina, São Paulo, Brazil",-23.651513,-46.6592984,107
Rua das Flechas,Vila Santa Catarina,78,2,1,Apartamento,3370,4697,"Rua das Flechas, Vila Santa Catarina, São Paulo, Brazil",-23.651513,-46.6592984,107
Rua República do Iraque,Brooklin Paulista,377,4,5,Casa,12500,14290,"Rua República do Iraque, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua Acarituba,Santo Amaro,450,4,4,Casa,15000,19750,"Rua Acarituba, Santo Amaro, São Paulo, Brazil",-23.6376116,-46.689833,102
Rua das Flechas,Vila Santa Catarina,77,3,1,Apartamento,1550,2502,"Rua das Flechas, Vila Santa Catarina, São Paulo, Brazil",-23.651513,-46.6592984,107
Rua Cristóvão Pereira,Campo Belo,500,5,4,Casa,14000,16590,"Rua Cristóvão Pereira, Campo Belo, São Paulo, Brazil",-23.6261843,-46.6698556,132
Rua Ministro Coriolano de Gois,Jardim Marajoara,450,5,3,Casa,11380,12800,"Rua Ministro Coriolano de Gois, Jardim Marajoara, São Paulo, Brazil",-23.655213,-46.6840676,22
Rua Ministro Coriolano de Góis,Jardim Marajoara,400,6,5,Casa,15000,16470,"Rua Ministro Coriolano de Góis, Jardim Marajoara, São Paulo, Brazil",-23.655213,-46.6840676,22
Rua Ministro José Geraldo Rodrigues Alckmin,Santo Amaro,418,5,3,Casa,15000,18860,"Rua Ministro José Geraldo Rodrigues Alckmin, Santo Amaro, São Paulo, Brazil",-23.6470156,-46.6990797,118
Avenida Manoel dos Reis Araújo,Jardim Marajoara,150,3,6,Casa,6075,7379,"Avenida Manoel dos Reis Araújo, Jardim Marajoara, São Paulo, Brazil",-23.6535413,-46.6844785,22
Avenida Manoel dos Reis Araújo,Jardim Marajoara,270,3,4,Casa,10500,11800,"Avenida Manoel dos Reis Araújo, Jardim Marajoara, São Paulo, Brazil",-23.6535413,-46.6844785,22
Rua Conde de Porto Alegre,Campo Belo,482,4,4,Casa,11250,15060,"Rua Conde de Porto Alegre, Campo Belo, São Paulo, Brazil",-23.6239466,-46.6753071,132
Rua República do Iraque,Brooklin Paulista,400,4,4,Casa em condomínio,14000,18690,"Rua República do Iraque, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua Josephina Martinelli da Silva,Vila Santa Catarina,160,3,1,Casa,6500,6842,"Rua Josephina Martinelli da Silva, Vila Santa Catarina, São Paulo, Brazil",-23.651513,-46.6592984,107
Rua Maria José Rangel,Vila Sao Paulo,193,4,2,Casa,3750,4010,"Rua Maria José Rangel, Vila Sao Paulo, São Paulo, Brazil",-23.6559973,-46.6710159,22
Rua Ministro Álvaro de Sousa Lima,Jardim Marajoara,116,4,2,Apartamento,4000,6234,"Rua Ministro Álvaro de Sousa Lima, Jardim Marajoara, São Paulo, Brazil",-23.6563188,-46.6823855,22
Avenida Manoel dos Reis Araújo,Jardim Marajoara,450,3,6,Casa,11250,14230,"Avenida Manoel dos Reis Araújo, Jardim Marajoara, São Paulo, Brazil",-23.6535413,-46.6844785,22
"Av. Ver. José Diniz - Santo Amaro, São Paulo - Sp, Brasil",Santo Amaro,40,1,1,Apartamento,3600,4389,"Av. Ver. José Diniz - Santo Amaro, São Paulo - Sp, Brasil, Santo Amaro, São Paulo, Brazil",-23.6470156,-46.6990797,118
Avenida Manoel dos Reis Araújo,Jardim Marajoara,500,4,2,Casa,8500,10950,"Avenida Manoel dos Reis Araújo, Jardim Marajoara, São Paulo, Brazil",-23.6535413,-46.6844785,22
Rua Joaquim José Esteves,Santo Amaro,329,4,4,Apartamento,15000,24270,"Rua Joaquim José Esteves, Santo Amaro, São Paulo, Brazil",-23.6493558,-46.6939876,118
Rua Joaquim José Esteves,Santo Amaro,295,4,3,Apartamento,11000,17640,"Rua Joaquim José Esteves, Santo Amaro, São Paulo, Brazil",-23.6493558,-46.6939876,118
Rua Joaquim José Esteves,Santo Amaro,329,4,3,Apartamento,15000,26550,"Rua Joaquim José Esteves, Santo Amaro, São Paulo, Brazil",-23.6493558,-46.6939876,118
Rua Joaquim José Esteves,Santo Amaro,338,4,3,Apartamento,15000,24540,"Rua Joaquim José Esteves, Santo Amaro, São Paulo, Brazil",-23.6493558,-46.6939876,118
Rua Joaquim José Esteves,Santo Amaro,340,4,3,Apartamento,11250,18890,"Rua Joaquim José Esteves, Santo Amaro, São Paulo, Brazil",-23.6493558,-46.6939876,118
Rua Doutor Djalma Pinheiro Franco,Vila Santa Catarina,65,1,0,Studio e kitnet,2700,2938,"Rua Doutor Djalma Pinheiro Franco, Vila Santa Catarina, São Paulo, Brazil",-23.6522903,-46.6656109,107
Avenida Washington Luís,Santo Amaro,170,4,3,Apartamento,5600,7937,"Avenida Washington Luís, Santo Amaro, São Paulo, Brazil",-23.6470156,-46.6749185,22
Avenida Washington Luís,Santo Amaro,180,3,2,Apartamento,5000,7237,"Avenida Washington Luís, Santo Amaro, São Paulo, Brazil",-23.6470156,-46.6749185,22
Rua Marechal Deodoro,Santo Amaro,37,1,1,Studio e kitnet,3750,4760,"Rua Marechal Deodoro, Santo Amaro, São Paulo, Brazil",-23.643203,-46.692168,102
Rua Marechal Deodoro,Santo Amaro,37,1,1,Apartamento,3750,4760,"Rua Marechal Deodoro, Santo Amaro, São Paulo, Brazil",-23.643203,-46.692168,102
Rua República do Iraque,Brooklin Paulista,150,2,1,Casa,3000,3136,"Rua República do Iraque, Brooklin Paulista, São Paulo, Brazil",-23.600442,-46.6885746,83
Rua João Pimenta,Santo Amaro,185,4,1,Apartamento,8250,13580,"Rua João Pimenta, Santo Amaro, São Paulo, Brazil",-23.6341409,-46.6922529,102
Rua São Benedito,Santo Amaro,157,3,2,Apartamento,4220,6306,"Rua São Benedito, Santo Amaro, São Paulo, Brazil",-23.6474119,-46.7006724,118
Rua São Benedito,Santo Amaro,147,3,1,Apartamento,5286,7114,"Rua São Benedito, Santo Amaro, São Paulo, Brazil",-23.6474119,-46.7006724,118
Rua Barão de Jaceguai,Campo Belo,498,3,6,Casa,8430,10210,"Rua Barão de Jaceguai, Campo Belo, São Paulo, Brazil",-23.6256697,-46.6797248,132
Rua São Benedito,Santo Amaro,70,1,1,Apartamento,4400,5670,"Rua São Benedito, Santo Amaro, São Paulo, Brazil",-23.6474119,-46.7006724,118
Avenida Washington Luís,Santo Amaro,320,3,3,Apartamento,11000,14830,"Avenida Washington Luís, Santo Amaro, São Paulo, Brazil",-23.6470156,-46.6749185,22
Avenida Washington Luís,Santo Amaro,280,4,3,Apartamento,8500,12900,"Avenida Washington Luís, Santo Amaro, São Paulo, Brazil",-23.6470156,-46.6749185,22
Avenida Washington Luís,Santo Amaro,310,4,4,Apartamento,14000,19200,"Avenida Washington Luís, Santo Amaro, São Paulo, Brazil",-23.6470156,-46.6749185,22
Avenida Washington Luís,Santo Amaro,299,4,3,Apartamento,10000,13960,"Avenida Washington Luís, Santo Amaro, São Paulo, Brazil",-23.6470156,-46.6749185,22
Rua São José,Santo Amaro,330,3,3,Apartamento,12000,18150,"Rua São José, Santo Amaro, São Paulo, Brazil",-23.6481403,-46.6972778,118
Rua Conde de Porto Alegre,Campo Belo,370,4,5,Casa,15000,17160,"Rua Conde de Porto Alegre, Campo Belo, São Paulo, Brazil",-23.6239466,-46.6753071,132
Avenida Washington Luís,Santo Amaro,305,4,4,Apartamento,14530,19010,"Avenida Washington Luís, Santo Amaro, São Paulo, Brazil",-23.6470156,-46.6749185,22
Rua São José,Santo Amaro,216,3,4,Apartamento,6000,9954,"Rua São José, Santo Amaro, São Paulo, Brazil",-23.6481403,-46.6972778,118
Rua Vicente Leporace,Campo Belo,300,5,4,Casa,13000,13800,"Rua Vicente Leporace, Campo Belo, São Paulo, Brazil",-23.6313364,-46.6761345,132
Rua Bernardino de Campos,Campo Belo,163,3,2,Casa,5250,5715,"Rua Bernardino de Campos, Campo Belo, São Paulo, Brazil",-23.6222023,-46.6836637,132
Rua José Neves,Vila São Paulo,69,2,1,Apartamento,1990,2854,"Rua José Neves, Vila São Paulo, São Paulo, Brazil",-23.6563481,-46.6706035,22
Rua Volta Redonda,Campo Belo,159,3,2,Apartamento,6400,8972,"Rua Volta Redonda, Campo Belo, São Paulo, Brazil",-23.6260592,-46.6738455,132
"Campo Belo, São Paulo - Sp, 04610-001, Brasil",Campo Belo,260,4,4,Apartamento,11900,16930,"Campo Belo, São Paulo - Sp, 04610-001, Brasil, Campo Belo, São Paulo, Brazil",-23.6187309,-46.6822684,132
"Santo Amaro, São Paulo - Sp, 04741-178, Brasil",Santo Amaro,464,4,5,Casa,12000,15000,"Santo Amaro, São Paulo - Sp, 04741-178, Brasil, Santo Amaro, São Paulo, Brazil",-23.6562303,-46.7191156,118
Rua João Noel Von Sonnleithner,Jardim Santo Antoninho,500,3,3,Casa,7875,8818,"Rua João Noel Von Sonnleithner, Jardim Santo Antoninho, São Paulo, Brazil",-23.6564471,-46.666865,107
Rua José dos Santos Júnior,Campo Belo,350,4,3,Casa,15000,15940,"Rua José dos Santos Júnior, Campo Belo, São Paulo, Brazil",-23.6240485,-46.6790341,132
Rua Caconde,Jardim Paulista,180,3,1,Apartamento,15000,18400,"Rua Caconde, Jardim Paulista, São Paulo, Brazil",-23.5736172,-46.6595295,79
Rua Caconde,Jardim Paulista,122,2,0,Apartamento,3200,5114,"Rua Caconde, Jardim Paulista, São Paulo, Brazil",-23.5736172,-46.6595295,79
Rua Veneza,Jardim Paulista,200,5,3,Casa,8000,9025,"Rua Veneza, Jardim Paulista, São Paulo, Brazil",-23.5758524,-46.6624148,79
Rua Caconde,Jardim Paulista,278,4,3,Apartamento,13000,19730,"Rua Caconde, Jardim Paulista, São Paulo, Brazil",-23.5736172,-46.6595295,79
Alameda Joaquim Eugênio de Lima,Jardim Paulista,383,3,3,Apartamento,8000,12640,"Alameda Joaquim Eugênio de Lima, Jardim Paulista, São Paulo, Brazil",-23.5710111,-46.6556779,79
Rua Queluz,Jardim Paulista,220,3,2,Apartamento,9500,12530,"Rua Queluz, Jardim Paulista, São Paulo, Brazil",-23.573088,-46.6590153,79
Rua Guarará,Jardim Paulista,126,3,1,Apartamento,10300,13370,"Rua Guarará, Jardim Paulista, São Paulo, Brazil",-23.5726734,-46.6584631,79
Rua Manuel da Nóbrega,Paraíso,147,3,2,Apartamento,9500,11230,"Rua Manuel da Nóbrega, Paraíso, São Paulo, Brazil",-23.5725301,-46.6521894,0
Rua Manuel da Nóbrega,Paraíso,128,3,2,Apartamento,6600,8578,"Rua Manuel da Nóbrega, Paraíso, São Paulo, Brazil",-23.5725301,-46.6521894,0
Rua Manuel da Nóbrega,Paraíso,120,3,2,Apartamento,6700,7985,"Rua Manuel da Nóbrega, Paraíso, São Paulo, Brazil",-23.5725301,-46.6521894,0
Rua Manuel da Nóbrega,Paraíso,124,3,2,Apartamento,7000,8533,"Rua Manuel da Nóbrega, Paraíso, São Paulo, Brazil",-23.5725301,-46.6521894,0
Alameda Campinas,Jardim Paulista,170,4,2,Apartamento,9300,12690,"Alameda Campinas, Jardim Paulista, São Paulo, Brazil",-23.5654785,-46.652813,79
Rua Salto,Paraíso,30,1,0,Studio e kitnet,3600,5247,"Rua Salto, Paraíso, São Paulo, Brazil",-23.1516178,-47.054542,75
Alameda Joaquim Eugênio de Lima,Jardim Paulista,103,3,1,Apartamento,11000,13540,"Alameda Joaquim Eugênio de Lima, Jardim Paulista, São Paulo, Brazil",-23.5710111,-46.6556779,79
Rua Salto,Paraíso,30,1,1,Studio e kitnet,3300,4652,"Rua Salto, Paraíso, São Paulo, Brazil",-23.1516178,-47.054542,75
Alameda Campinas,Jardim Paulista,146,3,1,Apartamento,4020,6155,"Alameda Campinas, Jardim Paulista, São Paulo, Brazil",-23.5654785,-46.652813,79
Rua Salto,Paraíso,28,1,1,Studio e kitnet,2000,3566,"Rua Salto, Paraíso, São Paulo, Brazil",-23.1516178,-47.054542,75
Rua Guarará,Jardim Paulista,120,3,2,Apartamento,4220,6834,"Rua Guarará, Jardim Paulista, São Paulo, Brazil",-23.5726734,-46.6584631,79
Alameda Joaquim Eugênio de Lima,Jardim Paulista,129,2,1,Apartamento,7500,10610,"Alameda Joaquim Eugênio de Lima, Jardim Paulista, São Paulo, Brazil",-23.5710111,-46.6556779,79
Alameda Joaquim Eugênio de Lima,Jardim Paulista,100,3,1,Apartamento,4000,5536,"Alameda Joaquim Eugênio de Lima, Jardim Paulista, São Paulo, Brazil",-23.5710111,-46.6556779,79
Alameda Campinas,Jardim Paulista,112,2,3,Apartamento,12800,16580,"Alameda Campinas, Jardim Paulista, São Paulo, Brazil",-23.5654785,-46.652813,79
Rua Manuel da Nóbrega,Paraíso,112,2,1,Apartamento,5500,7656,"Rua Manuel da Nóbrega, Paraíso, São Paulo, Brazil",-23.5725301,-46.6521894,0
Rua Osório Duque Estrada,Paraíso,242,4,2,Casa,15000,17840,"Rua Osório Duque Estrada, Paraíso, São Paulo, Brazil",-23.5748435,-46.6460757,0
Rua Guarará,Jardim Paulista,150,3,1,Apartamento,9442,9806,"Rua Guarará, Jardim Paulista, São Paulo, Brazil",-23.5726734,-46.6584631,79
Rua Guarará,Jardim Paulista,150,3,2,Apartamento,7250,10310,"Rua Guarará, Jardim Paulista, São Paulo, Brazil",-23.5726734,-46.6584631,79
Rua Guarará,Jardim Paulista,140,3,1,Apartamento,8000,10820,"Rua Guarará, Jardim Paulista, São Paulo, Brazil",-23.5726734,-46.6584631,79
Alameda Joaquim Eugênio de Lima,Jardim Paulista,170,3,1,Apartamento,6112,8948,"Alameda Joaquim Eugênio de Lima, Jardim Paulista, São Paulo, Brazil",-23.5710111,-46.6556779,79
Rua Guarará,Jardim Paulista,30,1,1,Apartamento,3000,4859,"Rua Guarará, Jardim Paulista, São Paulo, Brazil",-23.5726734,-46.6584631,79
Alameda Lorena,Jardim Paulista,100,3,0,Apartamento,4350,6094,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Rua Manuel da Nóbrega,Paraíso,161,3,1,Apartamento,3506,7000,"Rua Manuel da Nóbrega, Paraíso, São Paulo, Brazil",-23.5725301,-46.6521894,0
Rua Manuel da Nóbrega,Paraíso,190,4,1,Apartamento,4500,7610,"Rua Manuel da Nóbrega, Paraíso, São Paulo, Brazil",-23.5725301,-46.6521894,0
Alameda Lorena,Jardim Paulista,149,3,1,Apartamento,6100,8583,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Alameda Lorena,Jardim Paulista,170,2,2,Apartamento,7000,9960,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Alameda Lorena,Jardim Paulista,179,3,1,Apartamento,14000,16590,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Alameda Lorena,Jardim Paulista,120,3,1,Apartamento,5000,6802,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Rua Manuel da Nóbrega,Paraíso,157,3,1,Apartamento,5500,7418,"Rua Manuel da Nóbrega, Paraíso, São Paulo, Brazil",-23.5725301,-46.6521894,0
Alameda Lorena,Jardim Paulista,150,3,1,Apartamento,5500,7971,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Rua Ouro Branco,Jardim Paulista,95,3,1,Apartamento,5180,6996,"Rua Ouro Branco, Jardim Paulista, São Paulo, Brazil",-23.5713422,-46.6621957,79
Alameda Lorena,Jardim Paulista,69,2,1,Apartamento,4000,5280,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Avenida Brigadeiro Luís Antônio,Jardim Paulista,105,3,1,Apartamento,3560,5530,"Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo, Brazil",-23.5687662,-46.6500111,0
Rua Ouro Branco,Jardim Paulista,200,3,3,Apartamento,15000,21530,"Rua Ouro Branco, Jardim Paulista, São Paulo, Brazil",-23.5713422,-46.6621957,79
Alameda Lorena,Jardim Paulista,170,3,1,Apartamento,9750,12600,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Alameda Lorena,Jardim Paulista,195,3,2,Apartamento,12500,16700,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Alameda Lorena,Jardim Paulista,30,1,1,Studio e kitnet,2400,4463,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Alameda Lorena,Jardim Paulista,30,1,1,Apartamento,2500,4588,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Rua Ouro Branco,Jardins,100,3,2,Apartamento,5160,6996,"Rua Ouro Branco, Jardins, São Paulo, Brazil",-23.5713422,-46.6621957,79
Rua Antônio Bento,Jardim Paulista,200,4,3,Casa,11500,12720,"Rua Antônio Bento, Jardim Paulista, São Paulo, Brazil",-23.5784079,-46.6664124,79
Alameda Lorena,Jardim Paulista,158,3,2,Apartamento,7750,12810,"Alameda Lorena, Jardim Paulista, São Paulo, Brazil",-23.5699188,-46.6594256,79
Rua Batataes,Pinheiros,55,1,2,Apartamento,3600,6105,"Rua Batataes, Pinheiros, São Paulo, Brazil",-23.5613478,-46.6808541,41
Rua Ouro Branco,Jardim Paulista,50,1,1,Apartamento,7200,8678,"Rua Ouro Branco, Jardim Paulista, São Paulo, Brazil",-23.5713422,-46.6621957,79
Alameda Joaquim Eugênio de Lima,Jardim Paulista,172,3,1,Apartamento,6562,9703,"Alameda Joaquim Eugênio de Lima, Jardim Paulista, São Paulo, Brazil",-23.5710111,-46.6556779,79
Alameda Joaquim Eugênio de Lima,Jardim Paulista,173,3,1,Apartamento,6800,9426,"Alameda Joaquim Eugênio de Lima, Jardim Paulista, São Paulo, Brazil",-23.5710111,-46.6556779,79
Rua Batataes,Jardim Paulista,59,2,2,Apartamento,5200,7568,"Rua Batataes, Jardim Paulista, São Paulo, Brazil",-23.5709386,-46.6566787,79
Rua Batataes,Jardim Paulista,30,2,1,Apartamento,3300,6344,"Rua Batataes, Jardim Paulista, São Paulo, Brazil",-23.5709386,-46.6566787,79
